State,Government,Mode,Type,Year,Amount (thousands)
Arizona,State and Local,Air,Expenditure,2011,629611
Arizona,State and Local,Air,Revenue,2011,451969
Arizona,State and Local,Air,Expenditure,2010,591838
Arizona,State and Local,Air,Revenue,2010,439787
Arizona,State and Local,Air,Expenditure,2009,553126
Arizona,State and Local,Air,Revenue,2009,433335
Arizona,State and Local,Air,Expenditure,2008,548399
Arizona,State and Local,Air,Revenue,2008,477143
Arizona,State and Local,Air,Expenditure,2007,576589
Arizona,State and Local,Air,Revenue,2007,466876
Arizona,State and Local,Air,Expenditure,2006,404323
Arizona,State and Local,Air,Revenue,2006,334206
Arizona,State and Local,Air,Expenditure,2005,632627
Arizona,State and Local,Air,Revenue,2005,302210
Arizona,State and Local,Air,Expenditure,2004,627083
Arizona,State and Local,Air,Revenue,2004,287629
Arizona,State and Local,Highway,Expenditure,2020,4792724
Arizona,State and Local,Highway,Revenue,2020,1170155
Arizona,State and Local,Highway,Expenditure,2019,4513684
Arizona,State and Local,Highway,Revenue,2019,1189034
Arizona,State and Local,Highway,Expenditure,2018,4178752
Arizona,State and Local,Highway,Revenue,2018,1136540
Arizona,State and Local,Highway,Expenditure,2017,3953216
Arizona,State and Local,Highway,Revenue,2017,1116587
Arizona,State and Local,Highway,Expenditure,2016,3801960
Arizona,State and Local,Highway,Revenue,2016,1166111
Arizona,State and Local,Highway,Expenditure,2015,3410729
Arizona,State and Local,Highway,Revenue,2015,1001662
Arizona,State and Local,Highway,Expenditure,2014,3163745
Arizona,State and Local,Highway,Revenue,2014,1011504
Arizona,State and Local,Highway,Expenditure,2013,3600716
Arizona,State and Local,Highway,Revenue,2013,1003478
Arizona,State and Local,Highway,Expenditure,2012,3731347
Arizona,State and Local,Highway,Revenue,2012,1090619
Arizona,State and Local,Highway,Expenditure,2011,3991635
Arizona,State and Local,Highway,Revenue,2011,1017249
Arizona,State and Local,Highway,Expenditure,2010,4366115
Arizona,State and Local,Highway,Revenue,2010,1027777
Arizona,State and Local,Highway,Expenditure,2009,4917472
Arizona,State and Local,Highway,Revenue,2009,1059621
Arizona,State and Local,Highway,Expenditure,2008,4799416
Arizona,State and Local,Highway,Revenue,2008,1003259
Arizona,State and Local,Highway,Expenditure,2007,4234541
Arizona,State and Local,Highway,Revenue,2007,1029671
Arizona,State and Local,Highway,Expenditure,2006,3835481
Arizona,State and Local,Highway,Revenue,2006,992733
Arizona,State and Local,Highway,Expenditure,2005,3209331
Arizona,State and Local,Highway,Revenue,2005,906876
Arizona,State and Local,Highway,Expenditure,2004,3290471
Arizona,State and Local,Highway,Revenue,2004,851001
Arizona,State and Local,Transit,Expenditure,2020,1032701
Arizona,State and Local,Transit,Revenue,2020,84502
Arizona,State and Local,Transit,Expenditure,2019,993631
Arizona,State and Local,Transit,Revenue,2019,98986
Arizona,State and Local,Transit,Expenditure,2018,978693
Arizona,State and Local,Transit,Revenue,2018,100787
Arizona,State and Local,Transit,Expenditure,2017,761110
Arizona,State and Local,Transit,Revenue,2017,103456
Arizona,State and Local,Transit,Expenditure,2016,752476
Arizona,State and Local,Transit,Revenue,2016,105667
Arizona,State and Local,Transit,Expenditure,2015,832877
Arizona,State and Local,Transit,Revenue,2015,115185
Arizona,State and Local,Transit,Expenditure,2014,903151
Arizona,State and Local,Transit,Revenue,2014,117281
Arizona,State and Local,Transit,Expenditure,2013,846494
Arizona,State and Local,Transit,Revenue,2013,116113
Arizona,State and Local,Transit,Expenditure,2012,719627
Arizona,State and Local,Transit,Revenue,2012,134829
Arizona,State and Local,Transit,Expenditure,2011,652646
Arizona,State and Local,Transit,Revenue,2011,112342
Arizona,State and Local,Transit,Expenditure,2010,823173
Arizona,State and Local,Transit,Revenue,2010,104441
Arizona,State and Local,Transit,Expenditure,2009,1040435
Arizona,State and Local,Transit,Revenue,2009,99209
Arizona,State and Local,Transit,Expenditure,2008,951239
Arizona,State and Local,Transit,Revenue,2008,73124
Arizona,State and Local,Transit,Expenditure,2007,845370
Arizona,State and Local,Transit,Revenue,2007,68683
Arizona,State and Local,Transit,Expenditure,2006,706360
Arizona,State and Local,Transit,Revenue,2006,41140
Arizona,State and Local,Transit,Expenditure,2005,380380
Arizona,State and Local,Transit,Revenue,2005,38552
Arizona,State and Local,Transit,Expenditure,2004,433429
Arizona,State and Local,Transit,Revenue,2004,32614
Arizona,State and Local,Water,Expenditure,2020,0
Arizona,State and Local,Water,Revenue,2020,0
Arizona,State and Local,Water,Expenditure,2019,0
Arizona,State and Local,Water,Revenue,2019,0
Arizona,State and Local,Water,Expenditure,2018,0
Arizona,State and Local,Water,Revenue,2018,0
Arizona,State and Local,Water,Expenditure,2017,0
Arizona,State and Local,Water,Revenue,2017,0
Arizona,State and Local,Water,Expenditure,2016,0
Arizona,State and Local,Water,Revenue,2016,0
Arizona,State and Local,Water,Expenditure,2015,0
Arizona,State and Local,Water,Revenue,2015,0
Arizona,State and Local,Water,Expenditure,2014,0
Arizona,State and Local,Water,Revenue,2014,0
Arizona,State and Local,Water,Expenditure,2013,0
Arizona,State and Local,Water,Revenue,2013,0
Arizona,State and Local,Water,Expenditure,2012,0
Arizona,State and Local,Water,Revenue,2012,0
Arizona,State and Local,Water,Expenditure,2011,0
Arizona,State and Local,Water,Revenue,2011,0
Arizona,State and Local,Water,Expenditure,2010,0
Arizona,State and Local,Water,Revenue,2010,0
Arizona,State and Local,Water,Expenditure,2009,0
Arizona,State and Local,Water,Revenue,2009,0
Arizona,State and Local,Water,Expenditure,2008,0
Arizona,State and Local,Water,Revenue,2008,0
Arizona,State and Local,Water,Expenditure,2007,0
Arizona,State and Local,Water,Revenue,2007,0
Arizona,State and Local,Water,Expenditure,2004,0
Arizona,State and Local,Water,Revenue,2004,0
Arkansas,State and Local,Total,Expenditure,2020,28980661
Arkansas,State and Local,Total,Revenue,2020,34422618
Arkansas,State and Local,Total,Expenditure,2019,28820946
Arkansas,State and Local,Total,Revenue,2019,30677927
Arkansas,State and Local,Total,Expenditure,2018,27659935
Arkansas,State and Local,Total,Revenue,2018,31613160
Arkansas,State and Local,Total,Expenditure,2017,27688857
Arkansas,State and Local,Total,Revenue,2017,31474908
Arkansas,State and Local,Total,Expenditure,2016,26782688
Arkansas,State and Local,Total,Revenue,2016,26682770
Arkansas,State and Local,Total,Expenditure,2015,26098283
Arkansas,State and Local,Total,Revenue,2015,26844680
Arkansas,State and Local,Total,Expenditure,2014,24998998
Arkansas,State and Local,Total,Revenue,2014,28400573
Arkansas,State and Local,Total,Expenditure,2013,24024061
Arkansas,State and Local,Total,Revenue,2013,26893348
Arkansas,State and Local,Total,Expenditure,2012,23966965
Arkansas,State and Local,Total,Revenue,2012,23193532
Arkansas,State and Local,Total,Expenditure,2011,23768135
Arkansas,State and Local,Total,Revenue,2011,27695373
Arkansas,State and Local,Total,Expenditure,2010,22798461
Arkansas,State and Local,Total,Revenue,2010,24539102
Arkansas,State and Local,Total,Expenditure,2009,20677126
Arkansas,State and Local,Total,Revenue,2009,16976457
Arkansas,State and Local,Total,Expenditure,2008,20186892
Arkansas,State and Local,Total,Revenue,2008,19614726
Arkansas,State and Local,Total,Expenditure,2007,19079469
Arkansas,State and Local,Total,Revenue,2007,22486761
Arkansas,State and Local,Total,Expenditure,2006,17905845
Arkansas,State and Local,Total,Revenue,2006,20797101
Arkansas,State and Local,Total,Expenditure,2005,16681802
Arkansas,State and Local,Total,Revenue,2005,18865934
Arkansas,State and Local,Total,Expenditure,2004,16350803
Arkansas,State and Local,Total,Revenue,2004,18026873
Arkansas,State and Local,Air,Expenditure,2020,110074
Arkansas,State and Local,Air,Revenue,2020,80830
Arkansas,State and Local,Air,Expenditure,2019,118435
Arkansas,State and Local,Air,Revenue,2019,82816
Arkansas,State and Local,Air,Expenditure,2018,131890
Arkansas,State and Local,Air,Revenue,2018,81075
Arkansas,State and Local,Air,Expenditure,2017,111718
Arkansas,State and Local,Air,Revenue,2017,77479
Arkansas,State and Local,Air,Expenditure,2016,105224
Arkansas,State and Local,Air,Revenue,2016,75146
Arkansas,State and Local,Air,Expenditure,2015,110065
Arkansas,State and Local,Air,Revenue,2015,75305
Arkansas,State and Local,Air,Expenditure,2014,135335
Arkansas,State and Local,Air,Revenue,2014,72614
Arkansas,State and Local,Air,Expenditure,2013,118918
Arkansas,State and Local,Air,Revenue,2013,70711
Arkansas,State and Local,Air,Expenditure,2012,107564
Arkansas,State and Local,Air,Revenue,2012,67686
Arkansas,State and Local,Air,Expenditure,2011,112436
Arkansas,State and Local,Air,Revenue,2011,64192
Arkansas,State and Local,Air,Expenditure,2010,100946
Arkansas,State and Local,Air,Revenue,2010,56660
Arkansas,State and Local,Air,Expenditure,2009,93308
Arkansas,State and Local,Air,Revenue,2009,61009
Arkansas,State and Local,Air,Expenditure,2008,88398
Arkansas,State and Local,Air,Revenue,2008,53335
Arkansas,State and Local,Air,Expenditure,2007,83283
Arkansas,State and Local,Air,Revenue,2007,49709
Arkansas,State and Local,Air,Expenditure,2006,88659
Arkansas,State and Local,Air,Revenue,2006,43334
Arkansas,State and Local,Air,Expenditure,2005,70591
Arkansas,State and Local,Air,Revenue,2005,38571
Arkansas,State and Local,Air,Expenditure,2004,43506
Arkansas,State and Local,Air,Revenue,2004,36320
Arkansas,State and Local,Highway,Expenditure,2020,2892690
Arkansas,State and Local,Highway,Revenue,2020,726067
Arkansas,State and Local,Highway,Expenditure,2019,2644890
Arkansas,State and Local,Highway,Revenue,2019,677065
Arkansas,State and Local,Highway,Expenditure,2018,3236633
Arkansas,State and Local,Highway,Revenue,2018,670153
Arkansas,State and Local,Highway,Expenditure,2017,3328380
Arkansas,State and Local,Highway,Revenue,2017,659197
Arkansas,State and Local,Highway,Expenditure,2016,2691936
Arkansas,State and Local,Highway,Revenue,2016,655137
Arkansas,State and Local,Highway,Expenditure,2015,2598707
Arkansas,State and Local,Highway,Revenue,2015,633526
Arkansas,State and Local,Highway,Expenditure,2014,2551285
Arkansas,State and Local,Highway,Revenue,2014,618345
Arkansas,State and Local,Highway,Expenditure,2013,2372129
Arkansas,State and Local,Highway,Revenue,2013,616755
Arkansas,State and Local,Highway,Expenditure,2012,2212618
Arkansas,State and Local,Highway,Revenue,2012,630697
Arkansas,State and Local,Highway,Expenditure,2011,2106819
Arkansas,State and Local,Highway,Revenue,2011,641460
Arkansas,State and Local,Highway,Expenditure,2010,1928916
Arkansas,State and Local,Highway,Revenue,2010,629573
Arkansas,State and Local,Highway,Expenditure,2009,1874589
Arkansas,State and Local,Highway,Revenue,2009,632404
Arkansas,State and Local,Highway,Expenditure,2008,1848827
Arkansas,State and Local,Highway,Revenue,2008,640285
Arkansas,State and Local,Highway,Expenditure,2007,1769374
Arkansas,State and Local,Highway,Revenue,2007,621012
Arkansas,State and Local,Highway,Expenditure,2006,1749513
Arkansas,State and Local,Highway,Revenue,2006,636508
Arkansas,State and Local,Highway,Expenditure,2005,1739620
Arkansas,State and Local,Highway,Revenue,2005,634135
Arkansas,State and Local,Highway,Expenditure,2004,2066918
Arkansas,State and Local,Highway,Revenue,2004,707591
Arkansas,State and Local,Transit,Expenditure,2020,37261
Arkansas,State and Local,Transit,Revenue,2020,3080
Arkansas,State and Local,Transit,Expenditure,2019,30901
Arkansas,State and Local,Transit,Revenue,2019,3206
Arkansas,State and Local,Transit,Expenditure,2018,35064
Arkansas,State and Local,Transit,Revenue,2018,3448
Arkansas,State and Local,Transit,Expenditure,2017,29864
Arkansas,State and Local,Transit,Revenue,2017,3497
Arkansas,State and Local,Transit,Expenditure,2016,41515
Arkansas,State and Local,Transit,Revenue,2016,3581
Arkansas,State and Local,Transit,Expenditure,2015,30149
Arkansas,State and Local,Transit,Revenue,2015,3616
Arkansas,State and Local,Transit,Expenditure,2014,29274
Arkansas,State and Local,Transit,Revenue,2014,3468
Arkansas,State and Local,Transit,Expenditure,2013,27334
Arkansas,State and Local,Transit,Revenue,2013,3466
Arkansas,State and Local,Transit,Expenditure,2012,27584
Arkansas,State and Local,Transit,Revenue,2012,3357
Arkansas,State and Local,Transit,Expenditure,2011,38099
Arkansas,State and Local,Transit,Revenue,2011,4040
Arkansas,State and Local,Transit,Expenditure,2010,27948
Arkansas,State and Local,Transit,Revenue,2010,3354
Arkansas,State and Local,Transit,Expenditure,2009,27848
Arkansas,State and Local,Transit,Revenue,2009,3486
Arkansas,State and Local,Transit,Expenditure,2008,25464
Arkansas,State and Local,Transit,Revenue,2008,3029
Arkansas,State and Local,Transit,Expenditure,2007,29000
Arkansas,State and Local,Transit,Revenue,2007,3116
Arkansas,State and Local,Transit,Expenditure,2006,20482
Arkansas,State and Local,Transit,Revenue,2006,2845
Arkansas,State and Local,Transit,Expenditure,2005,29512
Arkansas,State and Local,Transit,Revenue,2005,2303
Arkansas,State and Local,Transit,Expenditure,2004,27926
Arkansas,State and Local,Transit,Revenue,2004,2513
Arkansas,State and Local,Water,Expenditure,2020,4926
Arkansas,State and Local,Water,Revenue,2020,4464
Arkansas,State and Local,Water,Expenditure,2019,4848
Arkansas,State and Local,Water,Revenue,2019,4396
Arkansas,State and Local,Water,Expenditure,2018,3777
Arkansas,State and Local,Water,Revenue,2018,3062
Arkansas,State and Local,Water,Expenditure,2017,3222
Arkansas,State and Local,Water,Revenue,2017,2871
Arkansas,State and Local,Water,Expenditure,2016,2901
Arkansas,State and Local,Water,Revenue,2016,4207
Arkansas,State and Local,Water,Expenditure,2015,5165
Arkansas,State and Local,Water,Revenue,2015,3810
Arkansas,State and Local,Water,Expenditure,2014,3137
Arkansas,State and Local,Water,Revenue,2014,4374
Arkansas,State and Local,Water,Expenditure,2013,3073
Arkansas,State and Local,Water,Revenue,2013,3538
Arkansas,State and Local,Water,Expenditure,2012,4106
Arkansas,State and Local,Water,Revenue,2012,3295
Arkansas,State and Local,Water,Expenditure,2011,7302
Arkansas,State and Local,Water,Revenue,2011,2647
Arkansas,State and Local,Water,Expenditure,2010,4560
